Order Date,Customer Name,State,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Month,Year
45378,Caroline Jumper,Texas,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,39.99,1,7.0,Mar,2024
45378,Caroline Jumper,Texas,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",211.25,2,-66.39,Mar,2024
45379,Cyma Kinney,Florida,Office Supplies,Binders,Canvas Sectional Post Binders,68.74,9,-48.12,Mar,2024
45379,Dave Hallsten,California,Office Supplies,Paper,Xerox 1975,12.96,2,6.35,Mar,2024
45379,Dave Hallsten,California,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,26.48,1,10.06,Mar,2024
45379,Dave Hallsten,California,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,532.72,2,53.27,Mar,2024
45379,Dave Hallsten,California,Office Supplies,Paper,Xerox 1968,26.72,4,12.83,Mar,2024
45379,Dave Hallsten,California,Office Supplies,Paper,Xerox 1977,20.04,3,9.62,Mar,2024
45379,Dave Hallsten,California,Office Supplies,Storage,SAFCO Boltless Steel Shelving,795.48,7,7.95,Mar,2024
45379,Dave Hallsten,California,Furniture,Furnishings,Stackable Trays,21.56,7,6.9,Mar,2024
45380,Roger Demir,Indiana,Office Supplies,Storage,Adjustable Personal File Tote,81.4,5,21.16,Mar,2024
45381,Tony Molinari,Oklahoma,Office Supplies,Envelopes,Multimedia Mailers,325.86,2,149.9,Mar,2024
45381,Becky Pak,Pennsylvania,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",5.72,5,-4.76,Mar,2024
45381,Maria Etezadi,Georgia,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",59.76,1,16.73,Mar,2024
45381,Tom Boeckenhauer,California,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,6.08,2,2.07,Mar,2024
45381,Tom Boeckenhauer,California,Technology,Phones,AT&T CL83451 4-Handset Telephone,164.79,1,18.54,Mar,2024
45381,Alan Barnes,California,Furniture,Furnishings,Flat Face Poster Frame,94.2,5,39.56,Mar,2024
45382,David Smith,Texas,Furniture,Bookcases,Bush Mission Pointe Library,205.33,2,-36.24,Mar,2024
45382,Chad McGuire,New York,Furniture,Furnishings,Tensor Computer Mounted Lamp,29.78,2,8.04,Mar,2024
45382,Chad McGuire,New York,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58,3,176.17,Mar,2024
45382,Chad McGuire,New York,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",75.04,8,36.02,Mar,2024
45382,Denny Ordway,New York,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,84.95,5,22.09,Mar,2024
45382,Daniel Byrd,Kentucky,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,61.0,5,25.62,Mar,2024
45382,Daniel Byrd,Kentucky,Technology,Phones,Vtech CS6719,671.93,7,188.14,Mar,2024
45382,Emily Grady,Illinois,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",13.47,13,-22.9,Mar,2024
45382,Jim Epp,Georgia,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,34.54,1,17.27,Mar,2024
45382,Jim Epp,Georgia,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2999.95,5,1439.98,Mar,2024
45382,Jim Epp,Georgia,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,64.12,4,30.78,Mar,2024
45382,Scott Cohen,Texas,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,33.62,5,-90.77,Mar,2024
45382,Henry Goldwyn,California,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,29.7,3,8.02,Mar,2024
45383,Adam Shillingsburg,Missouri,Office Supplies,Storage,Hanging Personal Folder File,94.2,6,23.55,Apr,2024
45383,Adam Shillingsburg,Missouri,Office Supplies,Envelopes,Staple envelope,28.4,5,13.35,Apr,2024
45383,Maribeth Schnelling,California,Office Supplies,Labels,Avery 498,5.78,2,2.72,Apr,2024
45383,Maribeth Schnelling,California,Office Supplies,Binders,Fellowes Binding Cases,121.68,13,38.03,Apr,2024
45383,Nick Crebassa,California,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",482.66,8,85.18,Apr,2024
45383,Nick Crebassa,California,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,4799.98,2,360.0,Apr,2024
45383,John Castell,New York,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",42.93,9,19.32,Apr,2024
45383,Barry FranzÃ¶sisch,Florida,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.98,3,-5.69,Apr,2024
45383,Barry FranzÃ¶sisch,Florida,Office Supplies,Labels,Avery 494,6.26,3,2.04,Apr,2024
45383,Barry FranzÃ¶sisch,Florida,Office Supplies,Appliances,Staple holder,20.81,3,1.82,Apr,2024
45383,Barry FranzÃ¶sisch,Florida,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",218.35,3,-19.11,Apr,2024
45383,George Bell,South Carolina,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95,3,21.75,Apr,2024
45384,Jamie Frazer,California,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,25.11,3,6.53,Apr,2024
45384,Tony Chapman,Georgia,Furniture,Tables,Bevis 44 x 96 Conference Tables,411.8,2,70.01,Apr,2024
45384,Tony Chapman,Georgia,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360.0,4,129.6,Apr,2024
45384,Alyssa Tate,Connecticut,Office Supplies,Art,Newell 318,11.12,4,2.89,Apr,2024
45384,Amy Hunt,Alabama,Office Supplies,Labels,Avery 499,14.94,3,6.87,Apr,2024
45385,Katherine Hughes,Pennsylvania,Furniture,Furnishings,Staple-based wall hangings,25.47,4,7.64,Apr,2024
45385,Sue Ann Reed,Illinois,Office Supplies,Art,Prang Colored Pencils,7.06,3,2.21,Apr,2024
45386,Anne McFarland,Illinois,Technology,Phones,Cisco SPA 502G IP Phone,383.84,4,47.98,Apr,2024
45386,Darrin Sayre,New York,Technology,Phones,Panasonic KX - TS880B Telephone,41.22,1,11.13,Apr,2024
45386,Darrin Sayre,New York,Office Supplies,Supplies,Premier Automatic Letter Opener,240.37,1,7.21,Apr,2024
45386,Darrin Sayre,New York,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,119.02,2,33.33,Apr,2024
45386,Penelope Sewall,New York,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,16.98,1,8.49,Apr,2024
45386,Tom Ashbrook,New York,Office Supplies,Art,Newell 326,7.04,4,2.04,Apr,2024
45388,Max Ludwig,Iowa,Office Supplies,Paper,Easy-staple paper,106.32,3,49.97,Apr,2024
45388,Charles Sheldon,Tennessee,Office Supplies,Binders,3M Organizer Strips,8.1,5,-5.94,Apr,2024
45389,Christopher Schild,Florida,Furniture,Tables,Bush Advantage Collection Round Conference Table,233.86,2,-102.05,Apr,2024
45389,Christopher Schild,Florida,Furniture,Tables,Bretford Rectangular Conference Table Tops,620.61,3,-248.25,Apr,2024
45389,Christopher Schild,Florida,Office Supplies,Binders,GBC Instant Index System for Binding Systems,5.33,2,-3.55,Apr,2024
45389,Christopher Schild,Florida,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",258.07,3,0.0,Apr,2024
45389,Christopher Schild,Florida,Technology,Accessories,LogitechÂ P710e Mobile Speakerphone,617.98,3,-7.72,Apr,2024
45389,Hallie Redmond,Florida,Office Supplies,Art,50 Colored Long Pencils,16.26,2,1.22,Apr,2024
45389,Hallie Redmond,Florida,Technology,Phones,AT&T 1080 Corded phone,219.18,2,19.18,Apr,2024
45390,Denise Monton,Georgia,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",56.28,6,15.76,Apr,2024
45390,Denise Monton,Georgia,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,2690.97,3,1264.76,Apr,2024
45390,Karen Ferguson,New Jersey,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,2591.56,4,621.97,Apr,2024
45390,Karen Ferguson,New Jersey,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,41.95,5,10.49,Apr,2024
45390,Adrian Hane,California,Office Supplies,Paper,Xerox 1891,244.55,5,114.94,Apr,2024
45390,Adrian Hane,California,Office Supplies,Paper,Xerox 1942,195.76,4,97.88,Apr,2024
45390,Nicole Hansen,Michigan,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",273.96,2,71.23,Apr,2024
45390,Nicole Hansen,Michigan,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,306.9,3,79.79,Apr,2024
45391,Bryan Spruell,New York,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,9.82,2,4.81,Apr,2024
45391,Bryan Spruell,New York,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,35.97,3,9.71,Apr,2024
45391,Bryan Spruell,New York,Office Supplies,Paper,Xerox 212,12.96,2,6.22,Apr,2024
45391,Bryan Spruell,New York,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,191.6,4,91.97,Apr,2024
45391,Bryan Spruell,New York,Office Supplies,Labels,Avery File Folder Labels,8.64,3,4.23,Apr,2024
45391,Bryan Spruell,New York,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,3,0.0,Apr,2024
45391,Sue Ann Reed,Florida,Office Supplies,Labels,Avery 48,15.12,3,4.91,Apr,2024
45391,Sue Ann Reed,Florida,Office Supplies,Binders,Avery Arch Ring Binders,17.43,1,-13.36,Apr,2024
45391,Sue Ann Reed,Florida,Office Supplies,Paper,Xerox 1915,251.64,3,88.07,Apr,2024
45391,Ken Lonsdale,Michigan,Office Supplies,Binders,GBC Recycled Regency Composition Covers,478.24,8,219.99,Apr,2024
45391,Noah Childs,Pennsylvania,Office Supplies,Binders,Tuf-Vin Binders,37.9,4,-29.05,Apr,2024
45391,Noah Childs,Pennsylvania,Office Supplies,Paper,Xerox 1893,65.58,2,23.77,Apr,2024
45392,Sanjit Jacobs,New Jersey,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1,3.58,Apr,2024
45392,Sanjit Jacobs,New Jersey,Office Supplies,Fasteners,OIC Binder Clips,7.16,2,3.58,Apr,2024
45392,Russell D'Ascenzo,Texas,Office Supplies,Paper,Xerox 1894,10.37,2,3.63,Apr,2024
45392,Russell D'Ascenzo,Texas,Technology,Accessories,LogitechÂ MX Performance Wireless Mouse,95.74,3,20.34,Apr,2024
45392,Mitch Gastineau,Florida,Furniture,Furnishings,Stackable Trays,12.32,5,1.85,Apr,2024
45392,Mitch Gastineau,Florida,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",4.42,3,-3.09,Apr,2024
45392,Dennis Bolton,Connecticut,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,99.99,1,42.0,Apr,2024
45392,Dennis Bolton,Connecticut,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,286.15,5,71.54,Apr,2024
45392,Bruce Stewart,Pennsylvania,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,195.1,4,21.95,Apr,2024
45392,Bruce Stewart,Pennsylvania,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",36.67,3,6.42,Apr,2024
45393,Luke Weiss,California,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,5,21.99,Apr,2024
45393,Luke Weiss,California,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",41.86,7,14.23,Apr,2024
45393,Sample Company A,Texas,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,11.36,3,-17.05,Apr,2024
45393,Jack Lebron,Ohio,Office Supplies,Storage,Sterilite Officeware Hinged File Box,16.77,2,1.47,Apr,2024
45393,Jack Lebron,Ohio,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,27.12,2,-4.75,Apr,2024
45393,Henry MacAllister,North Carolina,Office Supplies,Art,Pencil and Crayon Sharpener,1.75,1,0.15,Apr,2024
45393,Henry MacAllister,North Carolina,Office Supplies,Art,Newell 321,20.99,8,2.36,Apr,2024
45394,Bill Donatelli,Rhode Island,Office Supplies,Binders,Storex Dura Pro Binders,29.7,5,13.37,Apr,2024
45394,Bill Donatelli,Rhode Island,Office Supplies,Paper,Xerox 1948,39.96,4,17.98,Apr,2024
45395,Rob Williams,Washington,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,1,2.38,Apr,2024
45395,Rob Williams,Washington,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,5,302.37,Apr,2024
45395,Yana Sorensen,California,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",436.7,6,-38.21,Apr,2024
45395,Dave Poirier,Pennsylvania,Office Supplies,Fasteners,Translucent Push Pins by OIC,7.92,5,1.68,Apr,2024
45396,Alan Barnes,Ohio,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,14.59,3,2.55,Apr,2024
45396,Alan Barnes,Ohio,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",89.86,3,21.34,Apr,2024
45396,Alan Barnes,Ohio,Office Supplies,Paper,Xerox 196,13.87,3,5.03,Apr,2024
45396,Craig Leslie,Missouri,Office Supplies,Binders,Acco 3-Hole Punch,8.76,2,4.2,Apr,2024
45396,Christine Sundaresam,New York,Office Supplies,Binders,Avery Non-Stick Binders,10.78,3,3.5,Apr,2024
45396,Christine Sundaresam,New York,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",242.35,3,9.09,Apr,2024
45396,Dorothy Wardle,North Carolina,Furniture,Bookcases,Sauder Cornerstone Collection Library,198.27,8,-32.22,Apr,2024
45396,Harry Marie,New Jersey,Furniture,Furnishings,Tensor Computer Mounted Lamp,74.45,5,20.1,Apr,2024
45397,Andrew Allen,North Carolina,Office Supplies,Paper,Xerox 1967,15.55,3,5.44,Apr,2024
45397,Shahid Hopkins,Virginia,Office Supplies,Art,Faber Castell Col-Erase Pencils,4.89,1,2.0,Apr,2024
45397,Adam Hart,Nevada,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",196.45,5,70.72,Apr,2024
45397,Noel Staavos,California,Office Supplies,Paper,Xerox 1883,79.14,3,36.4,Apr,2024
45397,Shirley Daniels,Texas,Office Supplies,Paper,Xerox 207,20.74,4,7.26,Apr,2024
45397,Bart Pistole,Florida,Office Supplies,Binders,VariCap6 Expandable Binder,15.57,3,-11.94,Apr,2024
45398,Paul Lucas,Illinois,Office Supplies,Art,Newell 325,16.52,5,2.07,Apr,2024
45398,Roy FranzÃ¶sisch,Ohio,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,13.71,5,-10.05,Apr,2024
45398,Joel Eaton,California,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",205.92,4,2.06,Apr,2024
45398,Joel Eaton,California,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,102.83,1,-6.05,Apr,2024
45398,Edward Becker,Alabama,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,477.24,4,9.54,Apr,2024
45398,Edward Becker,Alabama,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,25.98,2,1.56,Apr,2024
45398,Natalie DeCherney,Texas,Office Supplies,Binders,Satellite Sectional Post Binders,26.05,3,-44.28,Apr,2024
45398,Natalie DeCherney,Texas,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",2.9,1,-4.78,Apr,2024
45398,Natalie DeCherney,Texas,Office Supplies,Storage,Tennsco Commercial Shelving,32.54,2,-7.73,Apr,2024
45398,Jesus Ocampo,California,Office Supplies,Appliances,Hoover Commercial SteamVac,40.74,3,12.22,Apr,2024
45399,Sharelle Roach,Colorado,Office Supplies,Binders,Insertable Tab Post Binder Dividers,12.03,5,-9.22,Apr,2024
45399,Sharelle Roach,Colorado,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,2549.99,5,-3399.98,Apr,2024
45399,Sharelle Roach,Colorado,Office Supplies,Binders,GBC VeloBinder Manual Binding System,21.59,2,-15.84,Apr,2024
45399,Sharelle Roach,Colorado,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,8.96,6,-6.57,Apr,2024
45399,Sharelle Roach,Colorado,Office Supplies,Paper,Xerox 225,20.74,4,7.26,Apr,2024
45399,Bruce Geld,Pennsylvania,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.31,3,5.28,Apr,2024
45399,Pamela Stobb,California,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",28.14,3,13.51,Apr,2024
45399,Pamela Stobb,California,Office Supplies,Labels,Avery 517,7.38,2,3.47,Apr,2024
45399,Pamela Stobb,California,Office Supplies,Fasteners,Stockwell Push Pins,10.9,5,3.6,Apr,2024
45399,Pamela Stobb,California,Technology,Accessories,Logitech Wireless Touch Keyboard K400,274.89,11,46.73,Apr,2024
45399,Pamela Stobb,California,Office Supplies,Labels,Avery 474,23.04,8,11.29,Apr,2024
45399,Pamela Stobb,California,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",218.35,3,-19.11,Apr,2024
45399,Brendan Murry,Illinois,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,195.14,4,-43.91,Apr,2024
45402,Sanjit Jacobs,Illinois,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,44.4,2,-52.17,Apr,2024
45402,Cynthia Voltz,Pennsylvania,Furniture,Furnishings,"Computer Room Manger, 14""",51.97,2,10.39,Apr,2024
45402,Cynthia Voltz,Pennsylvania,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",51.34,3,5.78,Apr,2024
45402,Cynthia Voltz,Pennsylvania,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,332.7,1,33.27,Apr,2024
45402,Cynthia Voltz,Pennsylvania,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",42.41,3,9.54,Apr,2024
45402,Sarah Jordon,Illinois,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,317.06,3,-18.12,Apr,2024
45402,Sarah Jordon,Illinois,Office Supplies,Art,Lumber Crayons,15.76,2,3.55,Apr,2024
45402,Sarah Jordon,Illinois,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",14.56,5,-6.19,Apr,2024
45402,Christina VanderZanden,Michigan,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,146.86,7,70.49,Apr,2024
45402,Christina VanderZanden,Michigan,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,36.56,4,18.28,Apr,2024
45402,Brad Eason,Ohio,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,848.54,4,-21.21,Apr,2024
45402,Brad Eason,Ohio,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",8.7,5,-6.38,Apr,2024
45402,Brad Eason,Ohio,Technology,Phones,Avaya 5410 Digital phone,122.38,3,-24.48,Apr,2024
45403,Shirley Jackson,Texas,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.26,4,-243.16,Apr,2024
45403,Resi PÃ¶lking,Texas,Office Supplies,Binders,Avery Non-Stick Binders,2.69,3,-4.71,Apr,2024
45403,Resi PÃ¶lking,Texas,Office Supplies,Binders,UniKeep View Case Binders,2.93,3,-4.99,Apr,2024
45403,Joni Wasserman,Washington,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",11.54,1,3.46,Apr,2024
45403,Joni Wasserman,Washington,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,162.6,3,34.15,Apr,2024
45403,Janet Martin,Maryland,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",908.82,9,227.21,Apr,2024
45403,Katherine Nockton,Texas,Technology,Accessories,LogitechÂ LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,47.98,3,8.4,Apr,2024
45403,Katherine Nockton,Texas,Office Supplies,Paper,Xerox 230,20.74,4,7.26,Apr,2024
45404,Gary McGarr,California,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28,2,6.22,Apr,2024
45404,Meg O'Connel,Pennsylvania,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",254.35,3,0.0,Apr,2024
45404,Bruce Degenhardt,Georgia,Office Supplies,Storage,Tennsco Double-Tier Lockers,675.06,3,87.76,Apr,2024
45405,Sally Knutson,New York,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,121.94,2,35.36,Apr,2024
45405,Sally Knutson,New York,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",122.71,7,36.81,Apr,2024
45405,Sean Christensen,Indiana,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",155.34,6,55.92,Apr,2024
45405,Tamara Dahlen,New York,Office Supplies,Supplies,Fiskars Softgrip Scissors,54.9,5,15.37,Apr,2024
45405,Greg Guthrie,Ohio,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,11.76,5,-7.84,Apr,2024
45405,Greg Guthrie,Ohio,Office Supplies,Paper,Xerox 195,5.34,1,1.87,Apr,2024
45405,Jay Fein,California,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",66.36,7,26.54,Apr,2024
45405,Jay Fein,California,Office Supplies,Binders,GBC Durable Plastic Covers,92.88,6,30.19,Apr,2024
45405,Jay Fein,California,Furniture,Furnishings,Eldon 500 Class Desk Accessories,24.14,2,7.97,Apr,2024
45405,Parhena Norris,Tennessee,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,387.14,4,-14.52,Apr,2024
45405,Parhena Norris,Tennessee,Technology,Accessories,Maxell 4.7GB DVD-R,45.41,2,11.92,Apr,2024
45405,Parhena Norris,Tennessee,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,77.95,3,-11.69,Apr,2024
45405,Parhena Norris,Tennessee,Office Supplies,Labels,Avery 496,3.0,1,1.05,Apr,2024
45405,Sean O'Donnell,Colorado,Office Supplies,Envelopes,Staple envelope,18.69,2,7.01,Apr,2024
45405,Sean O'Donnell,Colorado,Furniture,Furnishings,"Eldon ImÃ ge Series Desk Accessories, Clear",11.66,3,3.35,Apr,2024
45406,Damala Kotsonis,Pennsylvania,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",99.28,2,12.41,Apr,2024
45406,Damala Kotsonis,Pennsylvania,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,1.19,2,-0.99,Apr,2024
45406,Damala Kotsonis,Pennsylvania,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,7.52,2,-5.76,Apr,2024
45406,Christine Phan,Florida,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,113.57,2,-21.29,Apr,2024
45406,Michael Granlund,California,Office Supplies,Fasteners,Colored Push Pins,1.81,1,0.65,Apr,2024
45406,Susan Vittorini,Arizona,Technology,Phones,AT&T 841000 Phone,552.0,10,34.5,Apr,2024
45406,Linda Southworth,Rhode Island,Technology,Accessories,V7 USB Numeric Keypad,69.98,2,4.9,Apr,2024
45406,Art Ferguson,Illinois,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",10.43,5,-18.25,Apr,2024
45406,Art Ferguson,Illinois,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.78,1,-18.2,Apr,2024
45407,Mick Brown,California,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.9,2,4.52,Apr,2024
45407,Parhena Norris,Tennessee,Office Supplies,Art,Newell 312,42.05,9,5.26,Apr,2024
45407,Parhena Norris,Tennessee,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,67.92,5,6.79,Apr,2024
45407,Larry Hughes,Arizona,Office Supplies,Art,Newell 318,8.9,4,0.67,Apr,2024
45407,Lauren Leatherbury,California,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3,8.76,Apr,2024
45407,Lauren Leatherbury,California,Office Supplies,Binders,Surelock Post Binders,73.34,3,27.5,Apr,2024
45407,Speros Goranitis,California,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,107.97,3,22.67,Apr,2024
45407,Rob Lucas,California,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",344.98,7,28.41,Apr,2024
45408,Larry Blacks,Texas,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",1.99,1,-1.44,Apr,2024
45408,Philisse Overcash,Washington,Office Supplies,Paper,Strathmore Photo Mount Cards,20.34,3,9.36,Apr,2024
45408,Philisse Overcash,Washington,Office Supplies,Labels,Avery 478,39.28,8,19.25,Apr,2024
45409,Cynthia Voltz,Texas,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",33.12,4,11.59,Apr,2024
45409,Cynthia Voltz,Texas,Furniture,Bookcases,Sauder Barrister Bookcases,220.27,4,-42.11,Apr,2024
45409,Arthur Prichep,California,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",123.92,4,33.46,Apr,2024
45409,Arthur Prichep,California,Office Supplies,Art,Newell Chalk Holder,12.39,3,5.7,Apr,2024
45409,Arthur Prichep,California,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,47.3,2,12.3,Apr,2024
45409,Henry MacAllister,Washington,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,139.58,7,39.08,Apr,2024
45410,Matt Connell,Pennsylvania,Office Supplies,Storage,Sterilite Officeware Hinged File Box,8.38,1,0.73,Apr,2024
45410,Matt Connell,Pennsylvania,Office Supplies,Art,Newell 341,6.85,2,0.77,Apr,2024
45410,Jack Lebron,North Carolina,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,28.08,3,5.27,Apr,2024
45410,Janet Lee,Florida,Technology,Phones,Samsung Galaxy S4 Mini,751.98,2,84.6,Apr,2024
45411,Filia McAdams,Ohio,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1048.35,5,-69.89,Apr,2024
45411,Kean Thornton,New Jersey,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,4.91,1,2.41,Apr,2024
45412,Dionis Lloyd,New York,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",62.96,4,28.33,Apr,2024
45412,Quincy Jones,Pennsylvania,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58,5,-158.1,Apr,2024
